subjects	S	condition	R	rt
3	right	cucumber	right	0.309926632704993
3	right	cucumber	right	0.268376126731134
3	left	cucumber	left	0.267457385979022
3	left	cucumber	left	0.498156533700596
3	right	cucumber	right	0.465375503582623
3	left	cucumber	left	0.239949216008463
3	left	cucumber	left	0.702198859579206
3	left	cucumber	left	0.434268593399856
3	left	cucumber	left	0.484402805597424
3	right	cucumber	right	0.320629446375579
3	left	cucumber	left	0.304976005293196
3	left	cucumber	left	0.482315868248965
3	left	cucumber	left	0.219886598960016
3	left	cucumber	left	0.246381110192555
3	right	cucumber	right	0.444560576302612
3	left	cucumber	right	0.269452024480793
3	left	cucumber	right	0.295780820886749
3	right	cucumber	left	0.435086760855121
3	left	cucumber	left	0.780301638372175
3	left	cucumber	left	0.384884226975862
3	right	cucumber	right	0.254544822991264
3	left	cucumber	left	0.339490045137617
3	right	cucumber	right	0.508202687781568
3	left	cucumber	left	0.262438857834809
3	right	cucumber	right	0.41707234979151
3	left	cucumber	left	0.269152724532393
3	left	cucumber	left	0.293765846352804
3	right	cucumber	left	0.441009996465265
3	right	cucumber	right	0.268002879517061
3	left	cucumber	left	0.413644650943645
3	left	cucumber	left	0.392890025506286
3	right	cucumber	right	0.287905111308386
3	right	cucumber	right	0.733082682540803
3	left	cucumber	left	0.218460806073824
3	right	cucumber	right	0.38548082377056
3	right	cucumber	right	0.779382445273578
3	right	cucumber	left	0.25694226739079
3	right	cucumber	right	0.511564307949114
3	right	cucumber	right	0.583785105814889
3	left	cucumber	left	0.212340100106497
3	right	cucumber	right	0.728697701772291
3	left	cucumber	right	0.261256347211117
3	left	cucumber	left	0.221024626260168
3	left	cucumber	right	0.318330967078141
3	left	cucumber	right	0.274122654863229
3	right	cucumber	right	0.447676866772715
3	right	cucumber	right	0.26608755170624
3	right	cucumber	left	0.590275163144878
3	left	cucumber	left	0.733287065883712
3	right	cucumber	right	0.62612077934543
3	left	cucumber	right	0.198692869570094
3	left	cucumber	left	0.641327129051059
3	right	cucumber	right	0.598012518526166
3	left	cucumber	left	0.197413331892613
3	right	cucumber	right	0.432258978865183
3	left	cucumber	left	0.872622119750634
3	left	cucumber	left	0.255023285062115
3	right	cucumber	right	0.377317828349489
3	right	cucumber	left	0.273016515310986
3	right	cucumber	right	0.278699759715659
3	left	cucumber	right	0.638168795089269
3	right	cucumber	right	0.274795248304216
3	right	cucumber	right	0.29744253124813
3	left	cucumber	left	0.215604457176004
3	left	cucumber	right	0.264787027792201
3	right	cucumber	right	0.337709082817217
3	left	cucumber	left	0.312163359114147
3	left	cucumber	right	0.336641501554878
3	right	cucumber	right	0.746765111379652
3	left	cucumber	left	1.06295384432181
3	right	cucumber	right	0.45441007716744
3	left	cucumber	left	0.337123683626453
3	right	cucumber	right	0.885970872421094
3	right	cucumber	right	0.404869128727426
3	left	cucumber	left	0.318544709398752
3	left	cucumber	right	0.345922525189806
3	right	cucumber	right	0.291536388208263
3	right	cucumber	left	0.199686490222103
3	left	cucumber	left	0.230788265111739
3	right	cucumber	right	0.373826738769234
3	right	cucumber	left	0.317025120556355
3	left	cucumber	left	0.802425105558576
3	left	cucumber	left	0.367565830138805
3	left	cucumber	left	0.644400232259591
3	left	cucumber	left	0.365845237819124
3	left	cucumber	left	0.343300058456265
3	left	cucumber	left	0.259494510902645
3	right	cucumber	right	0.337236091079918
3	left	cucumber	left	0.32434303031118
3	left	cucumber	left	0.261141144300213
3	right	cucumber	right	0.233092127849827
3	right	cucumber	left	0.309925137435321
3	right	cucumber	right	0.337297141725804
3	right	cucumber	right	0.903786638205938
3	right	cucumber	left	0.480531369415973
3	left	cucumber	left	0.226539389551583
3	left	cucumber	left	0.422503885173136
3	right	cucumber	right	0.306686935728743
3	right	cucumber	right	0.542641945297841
3	right	cucumber	left	0.385211239428124
3	right	cucumber	right	0.777777236859261
3	right	cucumber	right	0.209735280920188
3	right	cucumber	right	0.248158599020008
3	left	cucumber	left	0.616115811589333
3	left	cucumber	left	0.390237264563141
3	left	cucumber	left	0.230305819429323
3	right	cucumber	right	0.254434726758304
3	left	cucumber	left	0.304638297777267
3	right	cucumber	right	0.258755418417371
3	left	cucumber	left	0.377188959449697
3	right	cucumber	right	0.352413488244259
3	left	cucumber	left	0.478200379257961
3	right	cucumber	right	0.357534799587765
3	right	cucumber	right	0.275878238690003
3	left	cucumber	left	0.192416988274827
3	right	cucumber	left	0.887789333633212
3	left	cucumber	left	0.194435231387246
3	left	cucumber	left	0.282727231065544
3	left	cucumber	left	0.25138405878512
3	right	cucumber	left	0.459171000514699
3	left	cucumber	right	0.629424873249648
3	left	cucumber	left	0.539586812369758
3	right	cucumber	right	0.233693822875174
3	left	cucumber	left	1.19681053232204
3	left	cucumber	right	0.357343733367356
3	right	cucumber	right	0.302788860226219
3	left	cucumber	left	0.270646734637361
3	left	cucumber	left	0.340477138359503
3	left	cucumber	left	0.238060076156796
3	left	cucumber	right	0.648105839114467
3	right	cucumber	right	0.247335364140289
3	right	cucumber	left	0.246855974443927
3	right	cucumber	right	0.526035145379988
3	right	cucumber	left	0.522022343798939
3	left	cucumber	right	0.539064041515839
3	right	cucumber	right	0.495432616149417
3	left	cucumber	left	0.523941472536122
3	right	cucumber	right	0.34388411293316
3	right	cucumber	right	0.450748970663467
3	right	cucumber	left	0.227925850902526
3	left	cucumber	left	0.230786368364099
3	right	cucumber	right	0.26946424452859
3	right	cucumber	right	0.21467805756878
3	right	cucumber	right	0.42830276881162
3	left	cucumber	left	0.498348577967376
3	left	cucumber	left	0.283497962528952
3	right	cucumber	right	0.340227623646795
3	right	cucumber	right	0.236931634563897
3	left	cucumber	left	0.321465710730112
3	right	cucumber	right	0.504559533925692
4	right	sugar	right	0.592020511027426
4	right	sugar	left	0.307445432169586
4	left	sugar	left	1.02235332070221
4	left	sugar	right	0.221090588740684
4	left	sugar	left	0.419160719674536
4	right	sugar	right	0.290029714969455
4	left	sugar	left	0.460898974460204
4	right	sugar	right	0.269776740973217
4	left	sugar	left	0.485711264514303
4	right	sugar	left	0.397061956459382
4	left	sugar	left	0.256317334553582
4	left	sugar	right	0.760052510321667
4	right	sugar	left	0.52234405091702
4	left	sugar	right	0.307870739804989
4	left	sugar	left	0.28875957487363
4	right	sugar	right	0.420260830126368
4	right	sugar	left	0.287162206109681
4	left	sugar	left	0.328965699723922
4	right	sugar	right	0.63060628416888
4	left	sugar	left	0.675689084713036
4	left	sugar	left	0.617333540795861
4	right	sugar	right	0.230963754678049
4	left	sugar	left	0.447547740760658
4	right	sugar	right	0.201280327989624
4	right	sugar	right	0.259060891058905
4	left	sugar	left	0.390837552506942
4	left	sugar	right	0.466239209305972
4	left	sugar	left	0.245586482414214
4	right	sugar	right	0.32220256651725
4	right	sugar	right	0.496869878086044
4	right	sugar	left	0.328286852693279
4	left	sugar	right	0.372755877055285
4	left	sugar	left	0.503870723239882
4	right	sugar	right	0.370666068199091
4	right	sugar	right	0.310224163262757
4	right	sugar	right	0.305814022607543
4	left	sugar	left	0.783733925961015
4	left	sugar	left	0.520655710263521
4	left	sugar	left	0.505990981952749
4	right	sugar	left	0.484572844530044
4	right	sugar	left	0.353024026134271
4	right	sugar	left	0.413603051910944
4	right	sugar	right	0.327265185745435
4	right	sugar	left	0.465307417722307
4	left	sugar	right	0.412322032962328
4	left	sugar	right	0.216138362134965
4	right	sugar	left	0.699175507218926
4	left	sugar	left	0.301008801590426
4	right	sugar	left	0.26700025691567
4	left	sugar	left	0.408363291672689
4	left	sugar	right	0.319052854125287
4	left	sugar	right	0.359426425417301
4	left	sugar	right	0.395013549284006
4	right	sugar	left	0.336730118656327
4	left	sugar	right	0.453835452239272
4	right	sugar	left	0.356387933787577
4	right	sugar	right	0.280324862042768
4	left	sugar	right	0.270326649340583
4	left	sugar	left	0.406048995108917
4	right	sugar	left	0.546913202665111
4	left	sugar	right	0.730232333134573
4	right	sugar	right	0.383373944292051
4	left	sugar	left	0.860962972544974
4	left	sugar	right	0.247093484098214
4	right	sugar	right	0.445556497726371
4	right	sugar	right	0.635345907672435
4	right	sugar	right	1.13301777191873
4	right	sugar	right	0.286044270483681
4	left	sugar	left	0.367626111054231
4	left	sugar	left	0.821331702842566
4	left	sugar	left	0.656901577158579
4	right	sugar	right	0.303701499213404
4	right	sugar	left	0.257790022321278
4	left	sugar	left	0.537422742431012
4	right	sugar	left	0.342814168035137
4	right	sugar	left	0.263891671633097
4	left	sugar	left	0.622308297734414
4	right	sugar	right	0.301659488744784
4	left	sugar	left	0.542534497434619
4	left	sugar	left	0.340121864976518
4	right	sugar	right	0.457630903815862
4	left	sugar	right	1.09196163176891
4	right	sugar	right	0.233699816472823
4	right	sugar	right	0.50855155316945
4	right	sugar	left	0.268085774345457
4	right	sugar	left	0.606820878754207
4	left	sugar	left	0.347656896992004
4	left	sugar	right	0.261451792000739
4	right	sugar	right	0.261074521469245
4	left	sugar	right	0.262386356374658
4	left	sugar	left	0.21007353175571
4	right	sugar	right	0.279580656235636
4	left	sugar	right	0.811327558749173
4	left	sugar	right	0.335039643958805
4	left	sugar	right	0.566421151661636
4	left	sugar	left	0.244010325140284
4	left	sugar	left	0.359489453217715
4	left	sugar	right	0.227843500601793
4	left	sugar	right	0.485503848538925
4	left	sugar	right	0.247670162695008
4	right	sugar	right	0.260786783944572
4	left	sugar	left	0.232056141193349
4	left	sugar	left	1.31428129843125
4	left	sugar	right	0.485127797083428
4	left	sugar	right	0.633202970879073
4	left	sugar	right	0.354089877368463
4	right	sugar	right	0.486843727323272
4	left	sugar	left	0.275725916594563
4	right	sugar	right	0.25380944460463
4	right	sugar	right	0.254570564219745
4	left	sugar	left	0.340177850580055
4	right	sugar	right	0.235038867774664
4	left	sugar	left	0.342654109281794
4	left	sugar	left	0.551121952487974
4	right	sugar	left	0.239805547226661
4	left	sugar	left	0.419778615652823
4	right	sugar	right	0.23010951782016
4	left	sugar	left	0.292131304187769
4	left	sugar	right	0.772800601139066
4	right	sugar	right	0.388421627941885
4	right	sugar	left	0.227233563163201
4	right	sugar	left	0.355779047300361
4	left	sugar	left	0.254540947009592
4	right	sugar	left	0.467074798992667
4	left	sugar	right	0.220223209877106
4	right	sugar	left	0.293296850250186
4	right	sugar	right	0.239066591806608
4	right	sugar	right	0.226109140232791
4	right	sugar	right	0.299033086722691
4	right	sugar	right	0.297265852719129
4	left	sugar	left	0.697212897100339
4	right	sugar	right	0.418108466517453
4	right	sugar	right	0.334355640386541
4	left	sugar	left	1.04316376202432
4	left	sugar	right	0.560830923050037
4	right	sugar	right	0.503619920624704
4	left	sugar	right	0.315694445718353
4	right	sugar	left	1.06048740609738
4	right	sugar	left	0.375552123647029
4	right	sugar	right	0.263343228747405
4	right	sugar	left	0.352562440057036
4	right	sugar	left	0.383189869172822
4	right	sugar	left	0.362562171926385
4	right	sugar	left	0.645512898529511
4	right	sugar	left	0.301045306320716
4	right	sugar	right	0.492321829575456
4	right	sugar	left	0.254951296288984
4	right	sugar	right	0.220374710544789
4	left	sugar	left	0.259102234947355
4	left	sugar	right	0.733380858396049
4	left	sugar	left	0.353009071995903
4	left	sugar	left	0.226298230961684
4	right	sugar	right	0.246774829243434
4	right	sugar	left	0.391910486485102
4	right	sugar	left	0.257966231091572
4	left	sugar	left	0.412023672343054
4	right	sugar	right	0.80910371693125
4	right	sugar	right	0.355584580617988
4	right	sugar	left	0.341990753805111
4	left	sugar	right	0.556017602791283
4	right	sugar	left	0.502670187215294
4	right	sugar	right	0.246706848459178
4	right	sugar	right	0.27460438759995
4	left	sugar	right	0.357122929251433
4	right	sugar	right	0.823319806012176
4	left	sugar	left	0.999293690103415
4	left	sugar	left	0.298986996846183
4	left	sugar	left	0.219733732493738
4	right	sugar	right	0.255290270908159
4	left	sugar	left	0.267316205499162
4	left	sugar	right	0.272027580768707
4	right	sugar	left	0.251551519536596
4	left	sugar	right	0.309095866152948
4	right	sugar	left	0.215093896642492
4	right	sugar	right	0.360681279452153
4	left	sugar	right	0.289428415269266
4	left	sugar	left	0.409826962572569
4	left	sugar	right	0.270978450215034
4	right	sugar	right	0.562011063362623
4	left	sugar	right	0.403234398424602
4	left	sugar	left	0.252491165776384
4	left	sugar	left	0.369656242335626
4	right	sugar	left	0.316726247621258
4	right	sugar	right	0.639898588010179
4	right	sugar	left	0.40674593597959
4	left	sugar	left	0.35768200474826
4	left	sugar	left	0.401275376126786
4	right	sugar	right	0.447845821759317
4	left	sugar	left	0.251675148533562
4	right	sugar	right	0.306827950670319
4	left	sugar	left	0.737457533107064
4	left	sugar	right	0.41391452494888
4	right	sugar	right	1.08737409357927
4	left	sugar	left	0.576779648455514
4	left	sugar	right	0.416340404798192
4	right	sugar	left	1.10659433455297
4	left	sugar	right	0.26791137954209
4	right	sugar	right	0.358127038974328
4	right	sugar	left	0.319609407376278
4	left	sugar	left	0.323125394010531
4	right	sugar	left	0.502032700505286
4	right	sugar	right	0.387730058534993
4	left	sugar	left	0.316163345357146
4	left	sugar	right	0.636782502086063
4	left	sugar	left	0.304136355396056
4	right	sugar	right	0.341180157529876
4	right	sugar	left	0.245921099121016
4	right	sugar	left	0.262208673016536
4	right	sugar	right	0.216373376213048
4	right	sugar	left	0.206561162042745
4	left	sugar	left	0.261608362213773
4	left	sugar	right	0.277784271689608
4	left	sugar	left	0.268831851391705
4	left	sugar	left	0.384556697232518
4	left	sugar	left	0.363590246357711
4	left	sugar	right	0.282866105884487
4	right	sugar	right	0.39393245860559
4	right	sugar	left	0.575620445363794
4	left	sugar	left	0.235100232314338
4	right	sugar	right	1.00444202633469
4	right	sugar	left	0.337832389950474
4	left	sugar	left	0.312749314898621
4	right	sugar	right	0.252374096791433
4	right	sugar	left	0.284857113869534
4	left	sugar	right	1.72960991703072
4	left	sugar	right	0.270040630580201
4	right	sugar	right	0.30141467949716
4	right	sugar	right	0.223520123893197
4	left	sugar	right	0.409386263905851
4	left	sugar	left	0.31025153630193
4	left	cucumber	left	0.44439317011642
4	right	cucumber	left	0.22879373474763
4	right	cucumber	left	0.501086208433721
4	left	cucumber	left	0.204700244932944
4	right	cucumber	right	0.409717661605257
4	left	cucumber	right	0.339798400544827
4	right	cucumber	right	0.506879477498537
4	left	cucumber	right	0.283755230217809
4	right	cucumber	right	0.53199694973338
4	right	cucumber	right	0.262889233782972
4	left	cucumber	left	0.444447862128411
4	right	cucumber	right	0.685204139461694
4	right	cucumber	right	0.288968281503858
4	left	cucumber	left	0.283369255192961
4	right	cucumber	right	0.316863567802586
4	right	cucumber	right	0.586486178956127
4	right	cucumber	right	0.714455565421501
4	left	cucumber	left	0.284751866452204
4	left	cucumber	left	0.45335376914398
4	left	cucumber	left	0.533377241641987
4	right	cucumber	right	0.715982653149689
4	left	cucumber	left	0.316918075083898
4	right	cucumber	left	0.37362769304313
4	right	cucumber	left	0.389674965459841
4	left	cucumber	left	0.511604668373809
4	left	cucumber	left	0.678950286592032
4	left	cucumber	left	0.389133965843258
4	left	cucumber	left	0.321605140633877
4	left	cucumber	left	0.311210289445871
4	right	cucumber	left	0.439747809257491
4	left	cucumber	left	0.360856380854136
4	left	cucumber	left	0.267194877383013
4	right	cucumber	left	0.320554344210972
4	left	cucumber	right	0.264660317607529
4	right	cucumber	left	0.236740736478755
4	right	cucumber	left	0.520540704926814
4	right	cucumber	right	0.446329726996787
4	left	cucumber	left	0.721234690738911
4	right	cucumber	right	0.388833640517345
4	left	cucumber	left	0.419578614035814
4	right	cucumber	left	0.334399588258344
4	right	cucumber	right	0.835543316411616
4	left	cucumber	right	0.222710943125502
4	right	cucumber	right	0.453783386136166
4	left	cucumber	right	0.299128245775313
4	right	cucumber	right	0.368092215079619
4	right	cucumber	right	0.267365966755788
4	right	cucumber	right	0.250993628483453
4	right	cucumber	right	0.259004908031176
4	left	cucumber	right	0.367508491077237
4	left	cucumber	left	0.447146276752478
4	left	cucumber	right	0.691805358165571
4	left	cucumber	right	0.24416903156083
4	left	cucumber	left	0.448983329378031
4	left	cucumber	left	0.314304890855722
4	right	cucumber	right	0.318915436669017
4	right	cucumber	left	0.367657356569697
4	left	cucumber	left	0.324626093510895
4	left	cucumber	left	0.252102239449132
4	left	cucumber	left	0.39205335575874
4	right	cucumber	left	0.338976425438412
4	right	cucumber	left	0.261173525647209
4	left	cucumber	left	0.396743202030532
4	right	cucumber	left	0.298990994138566
4	left	cucumber	left	0.189801849130393
4	right	cucumber	left	0.377639314082406
4	right	cucumber	left	0.316133859927485
4	left	cucumber	left	0.269070015354994
4	right	cucumber	right	0.379995233809515
4	left	cucumber	left	0.392931101536504
4	right	cucumber	right	0.208337097200579
4	left	cucumber	right	0.399970111935363
4	right	cucumber	left	0.292604691821943
4	left	cucumber	right	0.249791951318775
4	right	cucumber	right	0.582479550126187
4	left	cucumber	left	0.323453613817961
4	right	cucumber	right	0.29380389404655
4	right	cucumber	right	1.34248567855461
4	right	cucumber	right	0.384555890138249
4	right	cucumber	right	0.458957506474861
4	left	cucumber	right	0.25565684265997
4	right	cucumber	right	0.499056634686243
4	left	cucumber	left	0.289953930135711
4	right	cucumber	right	0.471000937825011
4	right	cucumber	right	0.436226342783069
4	left	cucumber	right	0.350507628604448
4	right	cucumber	right	0.469603797908049
4	left	cucumber	left	0.47775609474518
4	right	cucumber	right	0.414857503320412
4	right	cucumber	left	0.334983933367597
4	left	cucumber	left	0.298595180638354
4	left	cucumber	right	0.561200001542483
4	left	cucumber	right	0.666266744937043
4	left	cucumber	left	0.309650096789354
4	right	cucumber	right	0.190635830698676
4	right	cucumber	right	0.359264263130691
4	left	cucumber	left	0.363479781606358
4	left	cucumber	left	0.251835558414506
4	left	cucumber	right	0.284443300219122
4	left	cucumber	left	0.301002180156091
4	left	cucumber	left	0.262743751576661
4	right	cucumber	left	0.764341810302887
4	right	cucumber	left	0.78292398507334
4	right	cucumber	right	0.483230098898222
4	left	cucumber	right	0.358715124833217
4	left	cucumber	left	0.32829627096137
4	right	cucumber	right	0.401439472294084
4	left	cucumber	right	0.521548470190517
4	left	cucumber	left	0.216832033059916
4	right	cucumber	right	0.317332182097048
4	left	cucumber	right	0.745150105412809
4	left	cucumber	right	0.378651328826702
4	right	cucumber	left	0.287524175155361
4	right	cucumber	right	0.213966333168791
4	left	cucumber	left	1.10561447488977
4	right	cucumber	right	0.534852698421955
4	right	cucumber	right	0.233236758739252
4	left	cucumber	right	0.501460765211534
4	right	cucumber	left	0.319833047831818
4	right	cucumber	right	0.505588150679935
4	right	cucumber	right	0.205629329391649
4	left	cucumber	right	0.209315138306285
4	left	cucumber	left	0.305417218415173
4	left	cucumber	right	0.245083087669457
4	left	cucumber	left	0.284577675894156
4	right	cucumber	right	0.268800287779746
4	left	cucumber	left	0.676101369421083
4	left	cucumber	right	0.325975340742204
4	right	cucumber	right	0.262395644876228
4	right	cucumber	right	0.303336361773942
4	right	cucumber	right	0.454833914128186
4	left	cucumber	right	0.412609871237834
4	right	cucumber	left	0.413086074389789
4	left	cucumber	right	0.25001843300635
4	right	cucumber	right	0.236615758281793
4	right	cucumber	right	0.867314826012414
4	right	cucumber	right	0.309796490137483
4	right	cucumber	left	0.344111124033636
4	left	cucumber	right	0.274265712498771
4	left	cucumber	left	1.06889991515976
4	left	cucumber	left	0.341202265383397
4	left	cucumber	left	0.321495176221862
4	right	cucumber	right	0.292253670822683
4	right	cucumber	right	0.347753522892651
4	right	cucumber	right	0.402775490845109
4	right	cucumber	left	0.417677560521042
4	left	cucumber	right	0.299564434412862
4	right	cucumber	right	0.29039419436193
4	left	cucumber	left	0.682925696475329
4	right	cucumber	left	0.445772113692095
4	left	cucumber	right	0.404402285425369
4	left	cucumber	left	0.419300391684284
4	right	cucumber	left	0.502526516338469
4	left	cucumber	left	0.450525078297649
4	right	cucumber	left	0.224354484950575
4	left	cucumber	left	0.702463611416858
4	left	cucumber	left	0.428047070859947
4	right	cucumber	right	0.371266484809239
4	left	cucumber	right	0.382994984259103
4	right	cucumber	right	0.246665294449555
4	right	cucumber	left	1.27591846553294
4	right	cucumber	right	0.236643494448564
4	right	cucumber	left	0.286639366015688
4	right	cucumber	right	0.290612069057133
4	right	cucumber	right	0.280094265919953
4	left	cucumber	left	0.228587160684298
4	right	cucumber	right	0.864427859836905
4	left	cucumber	left	0.527732131673747
4	left	cucumber	right	0.55948126896436
4	left	cucumber	left	0.285758958498655
4	right	cucumber	right	0.247334472706695
4	left	cucumber	left	0.53294668006016
4	left	cucumber	left	0.366154771839752
4	right	cucumber	right	0.345096023882423
4	left	cucumber	right	0.309630896501726
4	left	cucumber	right	0.2468537597516
4	right	cucumber	right	0.284037626141676
4	left	cucumber	left	0.513277966967869
4	right	cucumber	right	0.41483374057367
4	right	cucumber	right	0.238514355888955
4	right	cucumber	right	0.250024886564037
4	left	cucumber	left	0.326574306949122
4	right	cucumber	left	0.279410717566416
4	left	cucumber	left	0.432577122043297
4	right	cucumber	right	0.654460441398327
4	right	cucumber	right	0.365241842389677
4	right	cucumber	left	0.263505694496244
4	left	cucumber	right	0.292328480325284
4	left	cucumber	left	0.778423851134484
4	right	cucumber	right	0.244319959013702
4	left	cucumber	left	0.262462327860742
4	left	cucumber	left	0.257710285827506
4	right	cucumber	left	0.380063066759611
4	left	cucumber	left	0.753445181886983
4	right	cucumber	right	0.215503993370034
4	left	cucumber	left	0.608253936782981
4	left	cucumber	left	0.33344189102967
4	left	cucumber	left	0.264158545318023
4	left	cucumber	right	0.347175046558383
4	left	cucumber	left	0.582189264970213
4	right	cucumber	left	0.423617158212063
4	right	cucumber	right	0.73554396269704
4	left	cucumber	right	0.376584265484291
4	right	cucumber	right	0.3634123195888
4	left	cucumber	right	1.26658170445591
4	left	cucumber	left	0.235559789744697
4	left	cucumber	left	0.459329140335231
4	left	cucumber	left	0.279678887917093
4	left	cucumber	left	0.572304738959575
4	right	cucumber	left	0.231040384820588
4	left	cucumber	left	0.26038655966581
4	right	cucumber	right	0.429770918082292
4	left	cucumber	right	0.504981948372803
4	left	cucumber	left	0.303890770553186
4	left	cucumber	right	0.373080833711798
4	right	cucumber	left	0.244422092550739
4	right	cucumber	right	0.678788025619854
4	right	cucumber	left	0.448116349772994
4	left	cucumber	left	0.228526655605928
4	right	cucumber	right	0.218752349210178
4	right	cucumber	right	0.36214461736936
4	left	cucumber	right	0.208004259822593
4	right	cucumber	right	0.584718595740387
4	right	cucumber	right	0.436237827137012
4	right	cucumber	right	0.683580503952165
4	left	cucumber	left	0.243356333657524
4	left	cucumber	right	0.513662287364124
4	right	cucumber	left	0.277143168341928
4	right	cucumber	left	0.56263314028182
4	left	cucumber	left	0.23454939889981
5	left	sugar	left	0.903494776457543
5	left	sugar	left	0.256627469627446
5	right	sugar	right	0.417028210669936
5	right	sugar	right	0.333961706420274
5	left	sugar	right	0.294814077538352
5	right	sugar	right	0.62953389827572
5	left	sugar	left	0.63758563981583
5	right	sugar	right	0.262844897777615
5	left	sugar	left	0.394834118361623
5	left	sugar	left	0.428891098466979
5	left	sugar	left	0.477386522296037
5	right	sugar	right	0.276169992382453
5	left	sugar	left	0.28311836255152
5	left	sugar	left	0.664657210468744
5	left	sugar	left	0.371804946597577
5	left	sugar	left	0.458980885274692
5	left	sugar	left	0.76374026043285
5	right	sugar	right	0.329225350679587
5	left	sugar	left	0.311522720479979
5	right	sugar	right	0.256481676892492
5	left	sugar	left	0.27065395169628
5	right	sugar	right	0.42129401684738
5	right	sugar	right	0.40301810099403
5	right	sugar	right	0.628139575059962
5	left	sugar	left	0.750787392056267
5	left	sugar	left	0.381701520850366
5	right	sugar	right	0.318312250785305
5	right	sugar	right	0.39195756888969
5	right	sugar	right	0.436867125812366
5	right	sugar	left	0.620706183824398
5	right	sugar	right	0.353990860821919
5	left	sugar	right	0.511473160834728
5	left	sugar	right	0.318499991276787
5	right	sugar	right	0.417813394229565
5	right	sugar	left	0.505080200214143
5	right	sugar	right	0.294236968392739
5	left	sugar	left	0.309697734300056
5	right	sugar	right	0.397684694054383
5	left	sugar	right	0.447367590526491
5	left	sugar	left	0.369929044191346
5	left	sugar	right	0.319811781940539
5	right	sugar	right	0.275689170787688
5	right	sugar	left	0.441622021302745
5	right	sugar	right	0.317147663750625
5	left	sugar	left	0.278326015582427
5	left	sugar	left	0.753461270244458
5	left	sugar	left	0.45406272474017
5	left	sugar	left	0.301183797409151
5	left	sugar	left	0.455349375936373
5	left	sugar	left	0.51765880033162
5	right	sugar	right	0.514055764313037
5	right	sugar	right	0.462902099332404
5	left	sugar	left	0.409139897732008
5	left	sugar	right	0.29017822773713
5	right	sugar	right	0.410162620741883
5	left	sugar	left	0.31643121388352
5	right	sugar	right	0.379296236142014
5	right	sugar	left	0.281460792213392
5	left	sugar	left	0.463903263602303
5	left	sugar	left	0.57878203536569
5	left	sugar	left	0.427364047053447
5	right	sugar	right	0.337876532606493
5	left	sugar	left	0.305420025197966
5	right	sugar	right	0.276452660241043
5	left	sugar	left	0.280051187955727
5	right	sugar	right	0.557880558579669
5	left	sugar	left	0.272957187104512
5	right	sugar	right	0.293408760418636
5	left	sugar	right	0.314935332450772
5	right	sugar	right	0.284144623496108
5	left	sugar	right	0.331338909845455
5	right	sugar	right	0.300495849216301
5	right	sugar	left	0.294423474529379
5	right	sugar	right	0.631055924067187
5	left	sugar	left	0.275029344889889
5	right	sugar	right	0.274462959855064
5	left	sugar	right	0.667117866065382
5	right	sugar	left	0.572873395368741
5	left	sugar	left	0.682053722470185
5	right	sugar	left	0.496436166571329
5	left	sugar	left	0.315917166110815
5	right	sugar	left	0.535592578370755
5	left	sugar	right	0.503469322541236
5	right	sugar	left	0.318932627275481
5	right	sugar	right	0.517774053054036
5	right	sugar	right	0.274967113307254
5	right	sugar	right	0.28035461584912
5	left	sugar	left	0.370789807034335
5	right	sugar	right	0.277435208552518
5	right	sugar	left	0.503391457465723
5	left	sugar	left	0.550207465408558
5	right	sugar	right	0.373915911180998
5	right	sugar	left	0.518549082239729
5	left	sugar	left	0.692511731072602
5	right	sugar	right	0.331712402077617
5	left	sugar	left	0.259987704151171
5	right	sugar	left	0.619959409733351
5	right	sugar	right	0.481966723881733
5	right	sugar	right	0.27379043259326
5	left	sugar	left	0.311121739762828
5	left	sugar	right	0.410884487473939
5	right	sugar	right	0.380833597488867
5	left	sugar	left	0.323441837281822
5	right	sugar	right	0.339269539759192
5	left	sugar	right	0.570265667430319
5	right	sugar	left	0.284958613734003
5	right	sugar	right	0.365436851727497
5	left	sugar	right	0.683768992202978
5	left	sugar	right	0.593873704399682
5	right	sugar	left	0.411734963869165
5	left	sugar	right	0.267066598652071
5	left	sugar	left	0.304891251607902
5	left	sugar	right	0.297886583525409
5	left	sugar	left	0.281230701431405
5	right	sugar	right	0.525663730400742
5	left	sugar	left	0.368788777712008
5	left	sugar	right	0.356505872936843
5	right	sugar	right	0.356665934066363
5	left	sugar	left	0.368120270900263
5	left	sugar	left	0.320828360415804
5	right	sugar	right	0.347628609054209
5	right	sugar	right	0.713494406618844
5	left	sugar	left	0.521161991850669
5	right	sugar	right	0.285423341762837
5	left	sugar	left	0.266386750096397
5	left	sugar	left	0.629559350013672
5	right	sugar	right	0.607717513121836
5	left	sugar	right	0.332727102704296
5	right	sugar	right	0.369174411722738
5	left	sugar	left	0.294335125356267
5	right	sugar	right	0.385949703639407
5	right	sugar	right	0.43875694258088
5	right	sugar	right	0.697433032756813
5	left	sugar	left	0.274694305700688
5	left	sugar	left	0.295248278187769
5	right	sugar	right	0.40142547646008
5	right	sugar	right	0.668756741730914
5	right	sugar	right	0.3070650573395
5	right	sugar	right	0.251012016657164
5	left	sugar	right	0.578749739718267
5	left	sugar	left	0.420945102830769
5	right	sugar	right	0.265777475618305
5	right	sugar	right	0.346741834993594
5	right	sugar	right	0.399772122681732
5	left	sugar	left	0.358141349032607
